,title,artist,top genre,year,added,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop
22,Yonaguni,Bad Bunny,reggaeton,2021,2021‑06‑08,180,65,64,-5,14,44,207,28,12,84
23,positions,Ariana Grande,pop,2020,2021‑05‑18,144,80,74,-5,9,68,172,47,9,84
24,Pepas,Farruko,reggaeton,2021,2021‑09‑09,130,77,76,-4,13,44,287,1,3,84
25,THATS WHAT I WANT,Lil Nas X,lgbtq+ hip hop,2021,2021‑09‑19,88,85,74,-5,5,55,144,1,22,84
26,Leave Before You Love Me (with Jonas Brothers),Marshmello,brostep,2021,2021‑12‑03,120,74,72,-5,12,64,155,0,4,84
27,Save Your Tears (with Ariana Grande) (Remix),The Weeknd,canadian contemporary r&b,2021,2021‑05‑18,118,83,65,-5,9,59,191,2,3,83
28,Leave The Door Open,Bruno Mars,dance pop,2021,2021‑05‑18,148,62,59,-8,9,72,242,18,3,83
29,You Right,Doja Cat,dance pop,2021,2021‑06‑27,129,62,83,-6,8,44,186,2,6,83
30,I WANNA BE YOUR SLAVE,Måneskin,indie rock italiano,2021,2021‑07‑21,133,61,75,-4,18,96,173,0,4,83
31,Streets,Doja Cat,dance pop,2019,2021‑05‑18,90,46,75,-8,34,19,227,21,8,83
32,Mood (feat. iann dior),24kGoldn,cali rap,2021,2021‑05‑18,91,72,70,-4,32,73,141,17,4,83
33,Dynamite,BTS,k-pop,2020,2021‑05‑18,114,77,75,-4,9,74,199,1,10,83
34,Heartbreak Anniversary,Giveon,r&b,2020,2021‑05‑18,89,47,45,-9,30,54,198,52,8,82
35,willow,Taylor Swift,pop,2020,2021‑05‑18,81,57,39,-9,14,53,215,83,17,82
36,love nwantiti (ah ah ah),CKay,afro r&b,2019,2021‑10‑04,93,74,73,-4,16,53,146,37,4,82
37,LA NOCHE DE ANOCHE,Bad Bunny,reggaeton,2020,2021‑05‑18,82,62,86,-5,9,39,203,3,29,82
38,What You Know Bout Love,Pop Smoke,brooklyn drill,2021,2021‑05‑18,84,55,71,-8,13,54,160,65,35,82
39,Good Days,SZA,pop,2020,2021‑05‑18,121,66,44,-8,69,41,279,50,6,81
40,MONEY,LISA,k-pop,2021,2023‑04‑21,140,55,83,-10,15,40,168,16,22,81
41,My Universe,Coldplay,permanent wave,2021,2021‑10‑04,105,70,59,-6,20,44,228,1,4,81
42,Calling My Phone,Lil Tjay,brooklyn drill,2021,2021‑05‑18,105,39,91,-8,14,20,205,45,5,81
43,RAPSTAR,Polo G,chicago rap,2021,2022‑07‑28,81,54,79,-7,13,44,166,41,24,81
44,Head & Heart (feat. MNEK),Joel Corry,dance pop,2020,2021‑05‑18,123,87,73,-3,5,91,166,17,7,81
45,34+35,Ariana Grande,pop,2020,2021‑05‑18,110,59,83,-6,25,49,174,24,9,80
46,The Business,Tiësto,big room,2020,2021‑05‑18,120,62,80,-7,11,24,164,41,23,80
47,DÁKITI,Bad Bunny,reggaeton,2020,2021‑05‑18,110,57,73,-10,11,14,205,40,5,80
48,Prisoner (feat. Dua Lipa),Miley Cyrus,pop,2020,2021‑05‑18,128,67,78,-4,8,60,169,1,5,80
49,Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,pop,2021,2021‑05‑18,99,68,71,-5,15,72,227,4,3,80
50,m y . l i f e (with 21 Savage & Morray),J. Cole,conscious hip hop,2021,2021‑05‑21,140,59,60,-7,21,8,219,6,14,80
51,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,lgbtq+ hip hop,2021,2022‑05‑16,150,69,74,-7,5,89,212,2,7,79
52,Kiss Me More (feat. SZA),Doja Cat,dance pop,2021,2021‑05‑18,111,70,76,-4,12,74,209,24,3,79
53,Butter,BTS,k-pop,2021,2021‑05‑21,110,46,76,-5,8,70,165,0,9,79
54,Todo De Ti,Rauw Alejandro,puerto rican pop,2021,2021‑06‑08,128,72,78,-4,9,34,200,31,5,79
55,Girls Want Girls (with Lil Baby),Drake,canadian hip hop,2021,2021‑09‑19,87,44,77,-9,14,38,222,18,29,78
56,Permission to Dance,BTS,k-pop,2021,2021‑07‑15,125,74,70,-5,34,65,188,1,4,78
57,Meet Me At Our Spot,THE ANXIETY,modern alternative pop,2020,2022‑05‑15,95,47,77,-8,9,40,163,2,3,78
58,Praise God,Kanye West,chicago rap,2021,2022‑05‑15,118,55,80,-6,26,21,227,1,17,78
59,Astronaut In The Ocean,Masked Wolf,australian hip hop,2021,2021‑05‑18,150,70,78,-7,15,47,133,18,9,77
60,Your Power,Billie Eilish,art pop,2021,2021‑06‑08,130,28,63,-14,23,21,246,93,8,77
61,Summer of Love (Shawn Mendes & Tainy),Shawn Mendes,canadian pop,2021,2022‑05‑15,124,81,78,-5,10,49,184,3,12,77
62,Life Goes On,Oliver Tree,alternative hip hop,2021,2022‑05‑15,80,49,70,-5,12,57,162,19,8,77
63,MONTERO (Call Me By Your Name),Lil Nas X,lgbtq+ hip hop,2021,2021‑05‑18,179,51,61,-7,38,76,138,30,15,76
64,pov,Ariana Grande,pop,2020,2021‑05‑18,132,53,49,-6,10,17,202,36,6,76
65,We're Good,Dua Lipa,dance pop,2021,2021‑05‑18,134,59,72,-6,18,59,166,3,5,76
66,Motley Crew,Post Malone,dfw rap,2021,2021‑07‑15,130,63,80,-4,10,29,184,9,8,76
67,Levitating (feat. DaBaby),Dua Lipa,dance pop,2020,2021‑05‑18,103,83,70,-4,7,92,203,1,6,75
68,Build a Bitch,Bella Poarch,modern alternative pop,2021,2021‑06‑08,103,46,86,-7,35,87,123,22,4,75
69,Bandido,Myke Towers,reggaeton,2020,2021‑05‑18,168,62,71,-5,10,68,233,12,9,75
70,Therefore I Am,Billie Eilish,art pop,2020,2021‑05‑18,94,34,89,-8,6,72,174,22,7,75
71,GIRL LIKE ME,Black Eyed Peas,dance pop,2020,2021‑05‑18,124,49,97,-9,7,31,223,2,19,74
72,BICHOTA,KAROL G,reggaeton,2020,2021‑05‑18,164,67,86,-4,10,84,179,21,15,74
73,Lemonade,Internet Money,pop rap,2020,2021‑05‑18,140,66,80,-6,11,47,195,26,8,74
74,Best Friend (feat. Doja Cat),Saweetie,cali rap,2021,2021‑05‑18,94,77,84,-4,7,40,156,0,14,74
75,What’s Next,Drake,canadian hip hop,2021,2021‑05‑18,130,59,78,-7,16,6,178,1,5,74
76,Hurricane,Kanye West,chicago rap,2021,2021‑09‑09,80,56,59,-7,11,35,243,5,15,74
77,Whoopty,CJ,nyc rap,2020,2021‑05‑18,140,65,72,-8,13,66,123,20,13,73
78,Anyone,Justin Bieber,canadian pop,2021,2021‑05‑18,116,54,69,-8,11,58,191,18,3,73
79,Afterglow,Ed Sheeran,pop,2020,2021‑05‑18,110,32,64,-6,33,27,185,70,3,73
80,Skate,Bruno Mars,dance pop,2021,2021‑09‑19,112,60,71,-8,17,70,203,4,3,73
81,Up,Cardi B,pop,2021,2021‑05‑18,166,80,87,-6,5,82,157,0,27,72
82,Baila Conmigo (with Rauw Alejandro),Selena Gomez,pop,2021,2021‑05‑18,150,54,82,-7,10,66,186,2,7,72
83,WITHOUT YOU (with Miley Cyrus),The Kid LAROI,australian hip hop,2021,2021‑05‑18,93,47,66,-6,10,47,161,17,3,72
84,Lost Cause,Billie Eilish,art pop,2021,2021‑06‑08,75,33,53,-8,6,52,212,70,25,72
85,On The Ground,ROSÉ,k-pop,2021,2021‑05‑18,189,61,31,-7,13,29,168,2,11,72
86,Hold On,Justin Bieber,canadian pop,2021,2021‑05‑18,140,63,66,-6,13,29,171,1,4,71
87,Body,Megan Thee Stallion,houston rap,2020,2021‑05‑18,94,73,91,-6,11,47,171,2,24,71
88,Dick (feat. Doja Cat),StarBoi3,slowed and reverb,2021,2022‑05‑15,126,61,65,-7,6,47,175,13,42,71
89,Solar Power,Lorde,art pop,2021,2021‑06‑13,88,48,73,-9,31,88,193,24,9,68
90,Rumors (feat. Cardi B),Lizzo,escape room,2021,2021‑09‑19,119,73,83,-6,42,61,173,13,9,68
91,Arcade (feat. FLETCHER),Duncan Laurence,dutch pop,2020,2021‑12‑03,72,40,45,-9,13,27,187,82,4,68
92,late at night,Roddy Ricch,melodic rap,2021,2022‑08‑27,99,40,64,-11,14,11,175,34,41,66
93,As I Am (feat. Khalid),Justin Bieber,canadian pop,2021,2021‑05‑18,100,54,60,-8,10,11,174,13,4,66
94,test drive,Ariana Grande,pop,2021,2021‑05‑18,115,71,70,-5,12,32,122,3,5,65
95,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",Ariana Grande,pop,2021,2021‑05‑18,110,66,88,-6,23,73,182,21,30,65
96,t r a n s p a r e n t s o u l feat. Travis Barker,WILLOW,afrofuturism,2021,2021‑09‑19,90,83,39,-5,16,19,168,0,6,65
97,Need to Know,Doja Cat,dance pop,2021,2021‑06‑13,130,61,66,-7,9,19,211,30,7,63
98,Girl From Rio,Anitta,funk pop,2021,2021‑12‑03,140,64,69,-7,20,73,194,1,4,62
99,Selfish Love (with Selena Gomez),DJ Snake,edm,2021,2021‑05‑18,111,65,72,-8,10,44,169,2,10,61
100,Met Him Last Night (feat. Ariana Grande),Demi Lovato,pop,2021,2021‑05‑18,145,51,54,-5,10,12,205,22,3,60
